名称,ID,日期,充电功率/MW,当日平均充电功率/MW,当日最大充电功率/MW,当日 MAXV 对应时间,当日 V 最小值/MW,当日 MINV 对应时间,充电时长/h,当日所有 S 的均值/h,当日 S 的最大值/h,当日 S 的最小值/h,当日最大充电时长跨度/h
电动汽车充电站,1001-1012,2024/6/13 15:00,2.57,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.237,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 15:15,3.14,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.234,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 15:30,3.15,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.235,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 15:45,3.54,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.243,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 16:00,4.12,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.24,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 16:15,4.37,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.234,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 16:30,4.48,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 16:45,5.4,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.237,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 17:00,5.44,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.235,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 17:15,5.83,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.237,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 17:30,6.27,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 17:45,6.63,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.248,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 18:00,7.1,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.245,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 18:15,6.77,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.241,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 18:30,7.3,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.241,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 18:45,7.38,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.249,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 19:00,7.28,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 19:15,7.39,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 19:30,7.31,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 19:45,6.81,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.245,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 20:00,7.07,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 20:15,6.32,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.255,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 20:30,6.09,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 20:45,5.9,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.24,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 21:00,5.89,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.243,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 21:15,5.22,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.236,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 21:30,4.95,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.235,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 21:45,4.89,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.246,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 22:00,4.41,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.24,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 22:15,4.13,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.244,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 22:30,4.19,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.23,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 22:45,4.51,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.234,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 23:00,4.49,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.24,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 23:15,5.06,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.236,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 23:30,5.28,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.233,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/13 23:45,5.57,4.72,8.68,2024/6/13 1:30,1.67,2024/6/13 5:45,0.236,0.24,0.255,0.225,0.03
电动汽车充电站,1001-1012,2024/6/14 0:00,6.24,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 0:15,6.69,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 0:30,7.28,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.253,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 0:45,8.55,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 1:00,8.41,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 1:15,8.61,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 1:30,8.43,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.25,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 1:45,8.6,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.248,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 2:00,8.19,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 2:15,7.8,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 2:30,7.16,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 2:45,5.95,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 3:00,5.25,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.235,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 3:15,4.51,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 3:30,3.82,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.231,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 3:45,3.38,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.237,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 4:00,2.71,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.235,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 4:15,2.67,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.237,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 4:30,2.33,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 4:45,1.82,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.232,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 5:00,1.99,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.234,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 5:15,1.88,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.224,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 5:30,1.62,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.243,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 5:45,1.5,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.224,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 6:00,1.93,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.233,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 6:15,2.09,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.221,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 6:30,2.48,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.231,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 6:45,2.77,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 7:00,3.11,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 7:15,3.54,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 7:30,3.65,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.236,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 7:45,4.27,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.247,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 8:00,4.51,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 8:15,4.94,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.243,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 8:30,5.36,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.254,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 8:45,5.28,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.246,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 9:00,5.61,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 9:15,5.75,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 9:30,5.73,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.248,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 9:45,5.9,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 10:00,5.55,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 10:15,5.39,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.247,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 10:30,5.13,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.253,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 10:45,5.1,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.236,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 11:00,4.54,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.243,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 11:15,4.33,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 11:30,4.2,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.236,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 11:45,3.54,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.234,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 12:00,3.38,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 12:15,3.16,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.231,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 12:30,2.8,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.229,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 12:45,2.42,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.232,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 13:00,2.34,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.226,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 13:15,1.93,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.23,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 13:30,1.94,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.229,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 13:45,1.95,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.234,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 14:00,2.41,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 14:15,2.05,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.231,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 14:30,2.18,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.239,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 14:45,2.34,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.238,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 15:00,2.81,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.225,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 15:15,3.01,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.233,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 15:30,3.46,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.235,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 15:45,3.73,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.239,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 16:00,3.78,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 16:15,4.25,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 16:30,4.96,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.235,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 16:45,5.11,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.237,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 17:00,5.7,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.234,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 17:15,5.87,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 17:30,6.09,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 17:45,6.49,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.246,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 18:00,6.66,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.247,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 18:15,6.93,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 18:30,7.2,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.246,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 18:45,7.34,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 19:00,7.06,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.239,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 19:15,7.27,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 19:30,7.09,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.233,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 19:45,6.92,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 20:00,6.83,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 20:15,6.47,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.237,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 20:30,6.47,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.247,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 20:45,6.12,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 21:00,5.78,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 21:15,5.2,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.244,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 21:30,4.81,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.24,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 21:45,4.69,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.239,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 22:00,4.43,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.243,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 22:15,4.22,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.242,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 22:30,4.08,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.243,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 22:45,4.3,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.238,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 23:00,4.42,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.234,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 23:15,4.87,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.241,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 23:30,5.27,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.238,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/14 23:45,5.83,4.73,8.61,2024/6/14 1:15,1.5,2024/6/14 5:45,0.245,0.239,0.254,0.221,0.033
电动汽车充电站,1001-1012,2024/6/15 0:00,5.51,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.242,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 0:15,6.02,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.242,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 0:30,6.14,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 0:45,6.34,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.248,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 1:00,6.72,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.248,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 1:15,7.17,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.242,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 1:30,7.12,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.238,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 1:45,7.5,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.246,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 2:00,7.36,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.251,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 2:15,7.16,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.238,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 2:30,7.25,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.247,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 2:45,6.92,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 3:00,6.42,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.238,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 3:15,6.48,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.248,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 3:30,5.85,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.245,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 3:45,5.39,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 4:00,4.83,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.244,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 4:15,4.71,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.243,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 4:30,4.2,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.231,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 4:45,3.84,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.238,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 5:00,3.33,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.244,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 5:15,3.24,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.239,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 5:30,3,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.223,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 5:45,2.57,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.23,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 6:00,2.31,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 6:15,2.52,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.232,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 6:30,2.15,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 6:45,2.4,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.245,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 7:00,2.34,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.233,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 7:15,2.66,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.232,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 7:30,2.53,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.23,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 7:45,2.88,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.24,0.242,0.256,0.223,0.033
电动汽车充电站,1001-1012,2024/6/15 8:00,2.8,6.18,8.79,2024/6/15 19:30,2.15,2024/6/15 6:30,0.233,0.242,0.256,0.223,0.033
